account_number,bank_name,date,description,debit,credit,balance
93671569562,METROPOLITAN BANK,01/02/2024,RTGS-ICICR178564805888-Arpita Sen,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,02/02/2024,IMPS-469537322449-Sreya Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,03/02/2024,NEFT-437438058738-Biplab Dutta,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,03/02/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,05/02/2024,IMPS-962549050302-URBAN ESTATES INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,05/02/2024,IMPS-443482908498-METROPOLITAN BUILDERS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/02/2024,NEFT-689175035951-Sourav Chatterjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/02/2024,CASH DEPOSIT-Sreya Sen,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/02/2024,REVERSAL-CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/02/2024,RTGS-ICICR631750769971-CONSUMER PRODUCTS INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,07/02/2024,NEFT-593325184831-COTTON MILLS CORP,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,08/02/2024,UPI/DR/874286073909/Moumita Chatterjee/7835389899@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,08/02/2024,CHQ PAID-Sourav Das-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,08/02/2024,NEFT-553008549182-MOTOR INDUSTRIES LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/02/2024,CLG-MEDCARE LABORATORIES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/02/2024,UPI/CR/460105906010/Arpita Ghosh/8996115660@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/02/2024,RTGS-ICICR976694996183-CONSTRUCTION SOLUTIONS LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/02/2024,RTGS-ICICR558604298079-Debashis Ghosh,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/02/2024,CASH DEPOSIT-Arpita Mukherjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/02/2024,CHQ PAID-Debashis Mukherjee-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/02/2024,UPI/CR/429902441432/Arpita Chatterjee/7441615548@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/02/2024,NEFT-412174678169-HOUSING DEVELOPERS CORP,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/02/2024,CASH DEPOSIT-Amit Dutta,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/02/2024,CASH WITHDRAWAL-Sujit Ghosh,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,13/02/2024,IMPS-631622638972-Debashis Bose,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,13/02/2024,CASH WITHDRAWAL-Debashis Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,13/02/2024,IMPS-243995820572-HEALTHPLUS PHARMA LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,15/02/2024,CHQ PAID-Biplab Ghosh-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,15/02/2024,CLG-PREMIUM PROPERTIES LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,16/02/2024,CASH WITHDRAWAL-Amit Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,NEFT-499127759824-Moumita Bose,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,CASH DEPOSIT-Sourav Ghosh,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,ATM WDL-60533,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,CASH WITHDRAWAL-Sujit Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,CLG-APEX HEAVY INDUSTRIES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,NEFT-648133157934-Sourav Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,IMPS-893722544502-Sujit Mukherjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,17/02/2024,RTGS-ICICR502107000382-MEDCARE LABORATORIES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,19/02/2024,NEFT-376652335954-DIGITAL SOLUTIONS INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,19/02/2024,CASH WITHDRAWAL-Sujit Dutta,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,19/02/2024,IMPS-722122313334-Debashis Dutta,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,20/02/2024,NEFT Dr-549420003929-GST PAYMENT-GSTIN 88D3086,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,21/02/2024,RTGS-ICICR721065563710-Amit Sen,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,22/02/2024,CHQ PAID-Arpita Ghosh-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,22/02/2024,RTGS-ICICR871438276136-Amit Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,24/02/2024,IMPS-283429523453-INVESTMENT SERVICES INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,24/02/2024,ATM WDL-75307,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,26/02/2024,IMPS-716223296311-HEALTHPLUS PHARMA LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/02/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/02/2024,RTGS-ICICR315703963001-THERMAL SYSTEMS LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/02/2024,NEFT-299435734742-DAILY NEEDS LIMITED,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/02/2024,NEFT-745935636803-LIFELINE PHARMACEUTICAL,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/02/2024,Service Charges-Demat Account AMC,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/02/2024,Service Charges-Account Maintenance,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/02/2024,Service Charges-Cheque Book Charges,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,29/02/2024,NEFT-489362978698-Arpita Mukherjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,29/02/2024,CHQ PAID-Sourav Mukherjee-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,29/02/2024,CLG-HEALTHCARE PRODUCTS LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,01/03/2024,CASH DEPOSIT-Biplab Ghosh,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,01/03/2024,NEFT-802245550023-Debashis Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,01/03/2024,NEFT-141639186569-CARGO SOLUTIONS LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,04/03/2024,CASH WITHDRAWAL-Sreya Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,05/03/2024,NEFT-754533932323-PREMIUM INFRASTRUCTURE,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/03/2024,NEFT-720874953961-APEX HEAVY INDUSTRIES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,06/03/2024,UPI/DR/938228273657/Arpita Dutta/9815443082@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,07/03/2024,CHQ PAID-Amit Mukherjee-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/03/2024,SERVICE CHARGES-SMS Alert Charges,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,09/03/2024,RTGS-ICICR667538531993-Arpita Dutta,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,11/03/2024,CLG-INFOCORE TECHNOLOGIES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/03/2024,NEFT-150314809406-COTTON MILLS CORP,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/03/2024,CHQ PAID-Sourav Ghosh-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/03/2024,CASH WITHDRAWAL-Moumita Bose,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/03/2024,IMPS-767182568503-Debashis Bose,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,12/03/2024,CLG-FINANCE SOLUTIONS INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,13/03/2024,IMPS-699348237428-AUTOMOTIVE PARTS CORP,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,15/03/2024,IMPS-530660066073-PRECISION ENGINEERING WORKS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,15/03/2024,Dividend Cr-CONSTRUCTION SOLUTIONS LTD-EQUITY SHARES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,16/03/2024,Dividend Cr-INVESTMENT SERVICES INDIA-EQUITY SHARES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,18/03/2024,NEFT-356818469317-Sujit Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,18/03/2024,RTGS-ICICR833426810191-PREMIUM INFRASTRUCTURE,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,20/03/2024,UPI/CR/192676079687/Sreya Das/6895935167@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,20/03/2024,NEFT Dr-555018204946-GST PAYMENT-GSTIN 17B4289,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,20/03/2024,FAILED-INSUFFICIENT FUNDS-CASH WITHDRAWAL-Biplab Bose,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,20/03/2024,RTGS-ICICR349326708987-FASHION TEXTILES LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,21/03/2024,SERVICE CHARGES-Online Banking Charges,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,21/03/2024,UPI/CR/858543900722/Sujit Sen/6039526571@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,22/03/2024,ATM WDL-10375,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,23/03/2024,CASH WITHDRAWAL-Biplab Mukherjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,26/03/2024,NEFT-533332686973-CONSUMER PRODUCTS INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,26/03/2024,ATM WDL-33416,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/03/2024,NEFT-414653573821-Debashis Mukherjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/03/2024,CHQ PAID-Sreya Mukherjee-MICR,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/03/2024,IMPS-366258800986-Biplab Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/03/2024,RTGS-ICICR808270980424-Amit Banerjee,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,27/03/2024,CLG-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,IMPS-138756513515-URBAN CONSTRUCTIONS,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,CASH WITHDRAWAL-Biplab Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,UPI/CR/412410978580/Amit Dutta/6601041769@pay,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,RTGS-ICICR191404519333-Sujit Das,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,Dividend Cr-HIGHWAY DEVELOPERS INDIA-EQUITY SHARES,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,CLG-GATEWAY PROJECTS LTD,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,Service Charges-SMS Alert Charges,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,Service Charges-Account Maintenance,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,28/03/2024,Service Charges-Statement Charges,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,30/03/2024,NEFT-712702748091-INVESTMENT SERVICES INDIA,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,30/03/2024,IMPS-790841784891-Arpita Sen,0.0,0.0,0.0
93671569562,METROPOLITAN BANK,30/03/2024,CLG-CYBERCRAFT SYSTEMS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,01/01/2024,IMPS-332825958695-CONSTRUCTION SOLUTIONS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,01/01/2024,SERVICE CHARGES-SMS Alert Charges,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,02/01/2024,RTGS-ICICR669789855869-Debashis Sen,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,02/01/2024,CLG-HEALTHCARE PRODUCTS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,02/01/2024,NEFT-726341209659-Debashis Chatterjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/01/2024,CLG-CAPITAL VENTURES INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/01/2024,CHQ PAID-Sreya Mukherjee-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/01/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/01/2024,CHQ PAID-Biplab Dutta-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,04/01/2024,CLG-URBAN ESTATES INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,04/01/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,04/01/2024,IMPS-450737107064-Biplab Chatterjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,05/01/2024,NEFT-460883934750-Sujit Sen,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,05/01/2024,CLG-SUPPLY CHAIN CORP,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,06/01/2024,UPI/CR/663620378225/Sourav Dutta/6255452984@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,08/01/2024,ATM WDL-22818,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,09/01/2024,UPI/CR/957586074964/Moumita Chatterjee/7827279887@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,09/01/2024,RTGS-ICICR694152386411-MOTOR INDUSTRIES LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,09/01/2024,CLG-HIGHWAY DEVELOPERS INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,11/01/2024,CLG-THERMAL SYSTEMS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,12/01/2024,NEFT-681162874975-PREMIUM INFRASTRUCTURE,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,13/01/2024,UPI/CR/451240120409/Arpita Mukherjee/6096550720@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,15/01/2024,IMPS-372414255374-PERSONAL CARE LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,15/01/2024,UPI/CR/827879283173/Moumita Das/6801023201@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,15/01/2024,RTGS-ICICR406650879120-Biplab Bose,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,16/01/2024,RTGS-ICICR425692516542-Biplab Mukherjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,17/01/2024,CLG-MINDWAVE CONSULTING,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,17/01/2024,SERVICE CHARGES-NEFT/RTGS Charges,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,17/01/2024,NEFT-226549398508-THERMAL SYSTEMS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,17/01/2024,IMPS-646541084296-INFOCORE TECHNOLOGIES,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,18/01/2024,UPI/DR/854662006788/Sourav Bose/9460338544@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,18/01/2024,IMPS-941910093672-MOTOR INDUSTRIES LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,18/01/2024,CHQ PAID-Arpita Bose-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,19/01/2024,IMPS-985644642663-Amit Chatterjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,20/01/2024,UPI/DR/380209614650/Sujit Mukherjee/8435246132@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,22/01/2024,NEFT-405024929549-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,23/01/2024,CASH DEPOSIT-Sujit Mukherjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,24/01/2024,CASH DEPOSIT-Sujit Banerjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,24/01/2024,IMPS-316395605051-CONSTRUCTION SOLUTIONS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,25/01/2024,CHQ PAID-Arpita Banerjee-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,27/01/2024,NEFT-256628219425-Sujit Sen,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,27/01/2024,NEFT-853425720551-Biplab Mukherjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,27/01/2024,CLG-SOFTWAVE TECHNOLOGIES,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,27/01/2024,CASH DEPOSIT-Amit Dutta,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,29/01/2024,UPI/CR/568609341618/Sourav Dutta/7947589516@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,30/01/2024,IMPS-199978623088-URBAN CONSTRUCTIONS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,30/01/2024,UPI/DR/319011992581/Sujit Mukherjee/8459688825@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,30/01/2024,RTGS-ICICR629304592808-Amit Das,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,31/01/2024,IMPS-391960169668-MEDCARE LABORATORIES,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,01/02/2024,UPI/CR/766815255507/Biplab Chatterjee/9732135875@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,01/02/2024,UPI/CR/676536493360/Debashis Bose/9892665695@pay,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,01/02/2024,NEFT-579208235883-METROPOLITAN BUILDERS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,02/02/2024,RTGS-ICICR418445097935-RETAIL SOLUTIONS INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,02/02/2024,CLG-MEDCARE LABORATORIES,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/02/2024,IMPS-236020219390-HEALTHCARE PRODUCTS LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,03/02/2024,IMPS-987325588162-Moumita Dutta,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,05/02/2024,NEFT-334880454488-MEDCARE LABORATORIES,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,05/02/2024,CHQ PAID-Biplab Chatterjee-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,06/02/2024,IMPS-926943581722-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,07/02/2024,NEFT Dr-748037584551-UTILITY SUBSCRIPTION,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,07/02/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,07/02/2024,RTGS-ICICR118460914780-CONSUMER PRODUCTS INDIA,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,08/02/2024,NEFT-711338573680-CREDIT SERVICES LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,09/02/2024,CASH WITHDRAWAL-Sujit Chatterjee,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,10/02/2024,CLG-CYBERCRAFT SYSTEMS,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,10/02/2024,REVERSAL-NEFT-711338573680-CREDIT SERVICES LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,10/02/2024,IMPS-811196746303-PERSONAL CARE LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,10/02/2024,IMPS-863314852683-HEALTHPLUS PHARMA LTD,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,12/02/2024,CHQ PAID-Moumita Das-MICR,0.0,0.0,0.0
34068224171,INDUSBANK LIMITED,12/02/2024,CLG-CYBERCRAFT SYSTEMS,0.0,0.0,0.0
